feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,svr_regressor,800,200,0.7748733019377203,0.7725252584135075,0.571701885744889,0.5031797637070886
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,xgboost_regressor,800,200,0.7494708072339412,0.7421609413561288,0.5501737837654052,0.5240212697520984
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,catboost_regressor,800,200,0.7353195010941062,0.739559078499888,0.543836071500417,0.534360052617667
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,mlp_regressor,800,200,0.7125608284012114,0.7006314488941461,0.5104212196159317,0.8291326839285904
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,ridge_regressor,800,200,0.7557029541183866,0.7351357514343717,0.5335513310358242,0.7592774624812695
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,decision_tree_regressor,800,200,0.5865333328762862,0.5639928105053774,0.40117872125019943,0.9314569791542828
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,random_forest_regressor,800,200,0.7249238034933417,0.7111048442656728,0.524098155064216,0.7627512434720808
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,extra_trees_regressor,800,200,0.7228868784788611,0.7057848934370966,0.5218857096240522,0.7688127407683285
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,gradient_boosting_regressor,800,200,0.7738659511602528,0.760367453933192,0.5652295271108942,0.6905738614820116
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,adaboost_regressor,800,200,0.7264971808710443,0.7325074854547593,0.542663043839787,0.7425748604571786
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,svr_regressor,800,200,0.7937882761359949,0.7871892164569074,0.5867505873015768,0.6649190130441444
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,xgboost_regressor,800,200,0.7719871059958505,0.7608489721105424,0.5615085961433463,0.6997824557553799
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,catboost_regressor,800,200,0.7710125615635401,0.7565385593921119,0.5620114246524744,0.691072537680508
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,mlp_regressor,800,200,0.8078978553814152,0.7684588074196325,0.5835369120793314,0.403225133551099
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,ridge_regressor,800,200,0.7991485797097578,0.7512221869646952,0.5669377239932889,0.4023420518117516
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,decision_tree_regressor,800,200,0.6746149387923457,0.5941527250263863,0.4281470589453125,0.5278238281359842
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,random_forest_regressor,800,200,0.748744103150963,0.6867069289231875,0.5102992822209136,0.4417322259508662
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,extra_trees_regressor,800,200,0.7439097884044202,0.6738302786481619,0.4969193306121641,0.4457229721368438
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,gradient_boosting_regressor,800,200,0.7824499401826253,0.739357337785954,0.5574812168412404,0.41342041510484784
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,adaboost_regressor,800,200,0.7838476601884341,0.7346567574251771,0.555426869984126,0.4120583170124402
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,svr_regressor,800,200,0.8114353953628464,0.771458208890382,0.5921886101120566,0.38908849717203103
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,xgboost_regressor,800,200,0.786680261050176,0.7434367937998091,0.5627124761168417,0.4088536929436119
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,catboost_regressor,800,200,0.7872151547553347,0.7447126082288527,0.5649257011949808,0.40826702945413396
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,mlp_regressor,800,200,0.6554372171558499,0.6205762140551364,0.4432815748879013,0.6164908509850767
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,ridge_regressor,800,200,0.655417355736308,0.6070387587326147,0.430481038277905,0.616199225166155
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,decision_tree_regressor,800,200,0.5473558146485753,0.5211479784063168,0.36767464258034555,0.7167648138894835
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,random_forest_regressor,800,200,0.5604265024079834,0.5231827439256198,0.36355539804926323,0.6726805128781687
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,extra_trees_regressor,800,200,0.5452682401723495,0.5149911132974471,0.3589189832141465,0.6818096845192689
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,gradient_boosting_regressor,800,200,0.6366610723659565,0.608429408232169,0.4367301191426276,0.6273567289003552
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,adaboost_regressor,800,200,0.6453981338461796,0.6161955383521093,0.44712029734884007,0.6372572673294096
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,svr_regressor,800,200,0.6643291514183066,0.6214823114636918,0.4460029488128611,0.6082855154484234
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,xgboost_regressor,800,200,0.6452595779539227,0.603985930543194,0.4348150782324707,0.6183770796872228
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,catboost_regressor,800,200,0.6449673153097304,0.5929394930135632,0.42735649784554375,0.6192710140199479
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,mlp_regressor,800,200,0.6137567806673043,0.5958834193121386,0.4271064089624229,0.5551776857818191
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,ridge_regressor,800,200,0.6136780255803563,0.578432615248712,0.4167504861462436,0.554886239455553
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,decision_tree_regressor,800,200,0.402903545809517,0.38328397445921353,0.26796077213197506,0.6711675142933661
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,random_forest_regressor,800,200,0.5473392499919373,0.5222910827537763,0.3677860743843086,0.575956263382577
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,extra_trees_regressor,800,200,0.5205649035623942,0.504915281071677,0.3534084339696131,0.5833306740639759
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,gradient_boosting_regressor,800,200,0.5920126466612838,0.5697893408245522,0.40327773219121427,0.5519747180190467
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,adaboost_regressor,800,200,0.5202206829071395,0.4935030162945278,0.34601965621933084,0.5875786196708105
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,svr_regressor,800,200,0.6538835742731814,0.6386107759066839,0.4651116402684012,0.5308154773876365
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,xgboost_regressor,800,200,0.5561714634606215,0.518393959020009,0.365272500885236,0.5648783333570915
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,catboost_regressor,800,200,0.5932956836763962,0.5735492102004904,0.4055902198103611,0.5486156467269643
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,mlp_regressor,800,200,0.7842783390282039,0.7800950874487212,0.5815367613755571,0.49920056332645435
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,ridge_regressor,800,200,0.7736526366866883,0.7565174803253312,0.5585205293750382,0.5107896455987317
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,decision_tree_regressor,800,200,0.6840148173080123,0.6585053726948273,0.48871954348322993,0.6121501758241519
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,random_forest_regressor,800,200,0.7327500051420857,0.7264402058355046,0.5287702906320094,0.5347699329844496
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,extra_trees_regressor,800,200,0.7288050369249489,0.7188447602527788,0.523443389775994,0.5376255007948081
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,gradient_boosting_regressor,800,200,0.7437661297474899,0.7377287465154302,0.5392230772173978,0.5253390277754202
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,adaboost_regressor,800,200,0.7011367739200626,0.6920804719674346,0.4970266101832344,0.5627282855533058
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,svr_regressor,800,200,0.7980345205012408,0.7859017369699481,0.5961103580571083,0.48497125519351414
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,xgboost_regressor,800,200,0.7381334655073641,0.7356518439044738,0.5374776994937494,0.5296061692339181
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,catboost_regressor,800,200,0.7439598486796958,0.736339710747759,0.5354037898111982,0.523538045512279
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,mlp_regressor,800,200,0.7576349227872721,0.7416291682903823,0.5497713893358821,0.5154827136630202
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,ridge_regressor,800,200,0.7424407287994905,0.7330877978069954,0.5379007536649518,0.5253868881585539
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,decision_tree_regressor,800,200,0.5707703343024075,0.4850115168248319,0.3475357167054671,0.6662413976293408
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,random_forest_regressor,800,200,0.6860443441756492,0.6590295855195345,0.47874877252506187,0.5661895934866252
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,extra_trees_regressor,800,200,0.6776921924384046,0.6455665015559946,0.4681859187500815,0.5723098648538917
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,gradient_boosting_regressor,800,200,0.7005913708453185,0.674970776971405,0.4909212040181345,0.5554076947016725
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,adaboost_regressor,800,200,0.666886134563295,0.6581692094344094,0.47382048309094765,0.5803337098445929
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,svr_regressor,800,200,0.7383190229323214,0.7222145761791716,0.5323678302590097,0.5263435258553173
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,xgboost_regressor,800,200,0.7070360401426666,0.6868115405665248,0.5003774731119264,0.5521242271045154
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,catboost_regressor,800,200,0.7271414159504144,0.7020169501037308,0.518988215477368,0.5369299931134967
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,mlp_regressor,800,200,0.7877433595910096,0.7728951768557507,0.5826273935267264,0.6663457318637894
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,ridge_regressor,800,200,0.7749503405057657,0.7605879622573991,0.5652295271108942,0.6870376155568134
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,decision_tree_regressor,800,200,0.6014769182727437,0.5655371358605443,0.40785888601907955,0.8902008748606988
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,random_forest_regressor,800,200,0.7120846854830637,0.6915216049967986,0.5080076427721167,0.7555995542061921
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,extra_trees_regressor,800,200,0.71144418742591,0.6867071732516088,0.5028787919790102,0.756312043524284
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,gradient_boosting_regressor,800,200,0.7501527758117221,0.7315254624206937,0.5423917152841632,0.7130207961595707
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,adaboost_regressor,800,200,0.7366610526080838,0.7285196911179946,0.5380550324220091,0.7295696028202001
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,svr_regressor,800,200,0.7985707021388077,0.7856486583007117,0.59700828888779,0.6508102658986058
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,xgboost_regressor,800,200,0.7585899700832405,0.7525996929209215,0.5634837853908683,0.7036387615412893
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,catboost_regressor,800,200,0.7488458917987502,0.7234540604495876,0.5366688677924184,0.7144948341713436
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,mlp_regressor,800,200,0.728358625966859,0.6688455269165787,0.49219107703613985,0.48259107608516466
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,ridge_regressor,800,200,0.7903599485423355,0.7647513701928471,0.5758912254457604,0.41363974849681273
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,decision_tree_regressor,800,200,0.6569204512607819,0.5897869085393951,0.423818853255787,0.538784989584143
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,random_forest_regressor,800,200,0.7774241755002987,0.7341648255623983,0.5543625815038628,0.42091562923760284
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,extra_trees_regressor,800,200,0.7831229158277913,0.7404501429729712,0.5604992510387028,0.41726991712765704
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,gradient_boosting_regressor,800,200,0.8017829008957231,0.7644228536026525,0.5771990402646606,0.3961138435881811
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,adaboost_regressor,800,200,0.7984561858513082,0.7675215668976156,0.5822568277573612,0.40394648306380854
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,svr_regressor,800,200,0.8415715822036246,0.8109282021378744,0.6242803737450722,0.3585120759659411
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,xgboost_regressor,800,200,0.7934637198560215,0.7545433546847449,0.5686479433718509,0.4033660916232899
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,catboost_regressor,800,200,0.8155228315702165,0.7767572264924939,0.5877621599557786,0.3849731208890443
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,mlp_regressor,800,200,0.5894535434105526,0.544643301008547,0.383411348538785,0.6896910984289886
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,ridge_regressor,800,200,0.6236632672309513,0.565879583981244,0.40175542462555125,0.6474622925698345
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,decision_tree_regressor,800,200,0.4808185387323835,0.4514679758227988,0.31435781561823306,0.7497249667267918
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,random_forest_regressor,800,200,0.6437608418547155,0.5814827613759193,0.41586625238460223,0.6349891973684024
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,extra_trees_regressor,800,200,0.6408435918164487,0.5836527446565074,0.4144551696086971,0.6377117855982779
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,gradient_boosting_regressor,800,200,0.6374965582817359,0.5780743949649296,0.4145559612355475,0.6454803281675052
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,adaboost_regressor,800,200,0.6077299550731563,0.5680865033507626,0.4036763594190859,0.6563058427795916
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,svr_regressor,800,200,0.6600191890573676,0.6180754452139747,0.44197128373884653,0.6139483049846578
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,xgboost_regressor,800,200,0.6600522676299925,0.603996431672101,0.43380716196396707,0.6237488245623447
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,catboost_regressor,800,200,0.6445767073182943,0.5900141785323001,0.4208050421002701,0.6258619724057645
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,mlp_regressor,800,200,0.6264751626654634,0.6185791399017845,0.44299219347656194,0.5678008151567026
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,ridge_regressor,800,200,0.6014534677060149,0.6018326081990213,0.4228836054839809,0.546849949723613
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,decision_tree_regressor,800,200,0.4506115750086262,0.44970058169137167,0.30715583414452435,0.650274367542958
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,random_forest_regressor,800,200,0.6396394892426603,0.6286482095949765,0.45455463157229614,0.5429200158830095
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,extra_trees_regressor,800,200,0.6430064796244324,0.629107974192513,0.4561633186117027,0.5419360531637349
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,gradient_boosting_regressor,800,200,0.6291651032889564,0.606518756984352,0.42660369426260836,0.5321678354843372
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,adaboost_regressor,800,200,0.6449294398155861,0.6322115567761538,0.4535958360719799,0.5315237233633252
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,svr_regressor,800,200,0.7019060511480087,0.6979346594413378,0.5087472762123022,0.48564121622232165
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,xgboost_regressor,800,200,0.6491233979043409,0.6345478969101833,0.4519405151332606,0.5188989954576951
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,catboost_regressor,800,200,0.6667965580666909,0.6562250851614041,0.4756686489645062,0.5095278604905633
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,mlp_regressor,800,200,0.7855178270532824,0.7855072268113112,0.5850545260917936,0.5078324851605921
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,ridge_regressor,800,200,0.8079015660878922,0.801319883987238,0.597517463943603,0.4774528935265556
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,decision_tree_regressor,800,200,0.5964172269161784,0.5876704273169143,0.41508882076376374,0.6633547787712215
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,random_forest_regressor,800,200,0.7614380898941302,0.7474219961166102,0.5476657125363655,0.5125273652914467
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,extra_trees_regressor,800,200,0.7684854490891168,0.7543626748390894,0.55580682516537,0.5084259372506978
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,gradient_boosting_regressor,800,200,0.8014189608076446,0.7924666560166153,0.5964118807470715,0.4696758326359022
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,adaboost_regressor,800,200,0.7867844244325931,0.7790069650761017,0.5729674791428093,0.495275678466703
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,svr_regressor,800,200,0.8545970178144873,0.8465910497197685,0.6491783514906193,0.4169210377818674
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,xgboost_regressor,800,200,0.7834850699439785,0.7656684659632139,0.5656565663708323,0.48808697272070684
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,S,catboost_regressor,800,200,0.8056610694044948,0.795915244817778,0.5937986841007243,0.4686486459954812
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,U,mlp_regressor,800,200,0.7203733574844804,0.722867104482697,0.5332732177254367,0.5664437780005221
